Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
mathfirm.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
blcgzh.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
mortgagezr.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
mkconsulting.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
robospirit.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
91-92-246-115.cprapid.com,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
dvdzyf.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
exchange.sungwoneng.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
43.133.208.234,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
niftycom.cfolks.pl,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
bapcaichamtrungngonb.icu,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
eneskusuma.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
pacifico.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
xbrcccoitvzmnrsskvvb.sdtw394.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
info-ekii-index.u7aw2hp4ku.top,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
qkqnudjxwjqzch.top,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
benja.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
gdyouxi.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ytbgoogleseo.net,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
mvmsnskkgdiive.top,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
glqcyy.com,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1
syjjryu.cn,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
misplancchitas.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
plashjp-ijfnoaral.longmusic.com,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1
prcdajdeeeeosajksjkakd118283.dtepnkwftl.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
my5353.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
bitebvn-usoutd.mrbonus.com,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1
nkrxz.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
mai-l-co-mmufa-jp-am-bin-am-login.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
link-ekii.login.hcj0ze5bvb.top,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
jcwa.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
www2viewsnet.tuiytr.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
hsuot-93958-395gu.tso-u3883-hu-tan.top,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
neon.ly,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
ekii-a-lonin.w3ybq65qw5.top,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
ekii-goin.yihanshiye.com.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
future.kdvoqkyvdc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
wwwschweigerderm.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
f1mbypkzqhsr6y.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
toyoracing.com.br,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,1
whippedcream.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
fsdan.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
aitianshui.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
evttrwxrbwnmoxbgttjxb.znxtsc.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
corbett.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
rentalhomemarket.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
www2viewsnet.qwieuu.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
somethinsomeone.bestmovies2020.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
gptpmts-ksnludxs-workers-dev.translate.goog,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1
pinksmudge.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
sht.ac,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
cpphrk.cn,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
andongdz.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
kxypmmdm.3313125.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
vogler.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
skyhightherapy.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
golxiefxlpmgdx.top,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
accoun.dajwpx.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
japane-post.com,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1
wlasb.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
djqwed.top,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
weichuangwang.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
konnekt.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ekii-linkinc.liangjingqx.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
etc-id.l2d1a5.com,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
ekii-loonin.fsbxg168.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
ediaw900veuyfg.top,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
avrp.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
ainanchang.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
emv1.qmdqvnqzjg.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
jamyjjcbsd.cyou,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1
tightlines.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
gpickt.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
55tie.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
weightlo-ssexp.vizvaz.com,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1
rewardsportal.top,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1
shangeji.com,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1
mfghuwvcosbneq.top,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
mdew.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
gggvveuijyq.bond,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
www2viewsnet.mcvnbir.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
zvhf.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
managementviolationsx.top,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
jllia.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
skawit.com,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
myesijabccb.sbs,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1
syehfc.top,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
liquidrubber.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
pirg.cn,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
schweigerdrm.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
sentencescore.a-saferoom.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
7102.lcswik.club,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1
reurl.cc,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
trasuahoadaubiecngona.icu,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
jcmkasb.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
llzy.96123fw.cc,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
aeonccojp.live,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
kgjjmf.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
sbnrolcecwnwa.buttimpex.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
bing.com,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1
edgaryau.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
myokrvjcb.sbs,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1
bootstrapper.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
www2viewsnet.bkrtnr.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
pqlrd.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
fnplcjhnzseduv.yugftfytftg.cn,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
mucuan.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
user.epsocard-mem.shop,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
cybjf.9516899.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
mipqfv.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
aencode.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
duopinlianmeng.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
mta.sungwoneng.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
jcbtravelrewards.top,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1
drlouisfreeman.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
media.kdvoqkyvdc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
razorshell.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ekii-loonin.rosemeiying.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
prcdajdeeeeosajksjkakd118283.xulvkgcspb.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
tepco-tel.info,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
beoezayjrjdfziquf.jlszhgjhlzhgs.cn,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
oibiscoitocompany.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
casehzx.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
emv1.wanhuaxsj.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
evujchwy.top,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
couponcodecabin.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
atfintx.com,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
djqweo.top,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
nnnreblog.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
tcjhbz.top,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
gwhmdw.cn,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
viewsnet.btoifb.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
caonie.cn,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
arthaus.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
adv.kdvoqkyvdc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
wavf.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
atsiam.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ekii-came.p185.net.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
1260.maxlso.cc,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
preactiv.github.io,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
aeon.mortezaadib.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
jhinvedtments.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
svipbf.com,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
estafetawwr.top,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
parlament.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
wanhuaxsj.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
mypage.ocn.jp.net,0,0,1,2,0,0,0,0,1,1,1,1,1,1,0,1
hzcun.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
shiseiki.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
bang520.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
ekii-loonin.xiaotongnian.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
professorsmedley.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
service-e3j2ospjp.sbs,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1
saltoftheearth.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
118.107.57.67,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ejqdfmiuebmmlm.top,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ns2.bpatpcxwuo.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
bags51.com,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
my5353.com,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
ladiesnight.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
kuronekoyarnato-jp.duckdns.org,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
kcyko2pf.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
mangmeee.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
is.gd,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
pagegroup.cn,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
diqol.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
reurl.cc,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
bynoculars.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
docs.google.com,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,1
quipu.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ganqcj.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
yiyate.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
flaoewlesaebkfei.ezuauction.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
silviamosqueda.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
hmsrgm.com,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
dokument.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
cullvuksnv.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
mycajcbbs.net,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1
z1jempjh.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
generalstore.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
sinners.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
mejyr.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
fuyuntuan.com.cn,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
interrobang.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
qlwlrousr.33137666.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
a.kmzsp.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
qstigjsvcqwcgubcn.yugftfytftg.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
lasnjkgjvn.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
estafetawqe.top,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
hjparbs.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
estafetawqq.top,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ns63.boyuguanwang.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
mod.kdvoqkyvdc.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
iyvf.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
aeon.wanbiquan.cn,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
virtualstore.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
paypaypaynejpeyv7282.replit.app,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
ckksieuqua.bond,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
xiaomeiysmkydel1268.top,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
muscleoasis.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
resonabank.top,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
getcertified.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
nextbasket.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
kids2treasure.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
banhmioplangona.icu,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
qylekv.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ns2.gzsjfg.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
m414933.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
freeblunt.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
jznao.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
wmqkwuwsycaukr.top,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
whdxsp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
068ys.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
emv1.phonyfacts.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
xpwuvtyawr.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ns2.apolloroyale.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
rwrohz.online,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
haiyouduoyuan.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
qrjtsqv.102812326.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ekii-came.56-tech.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
068.org,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
emogpt.com.cn,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
securitylink01.co.jp.mxjcb.com,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1
smbc.buyLemon365.com,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
kwfa.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
webdisk.forums.boyuguanwang.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
zltlbjd.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
smbcc-card.vip,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
nrxuwylgy.101495566.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
luckyfu168.org,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
semiosapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
moneylioonzp.top,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
ekii-makein.yiketools.cn,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
ncp4.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
davila.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ztomjzd.cn,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
viewsnet.kxcvjfwq.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
sabriteam.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
udauapmwoajlbykrr.abovebeyond.cn,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
ekii-goin.yka027.cn,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
ph9z7cu.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
etc-id.b2e9t1.com,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
194.126.215.55,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
cad22af.rgpts.net,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
smtp1.sungwoneng.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
pgac.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
vailhelp-user-support-s919.xzdoofpfagjrt.workers.dev,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1
edushe.com,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
cdssqlk.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
blabber.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
saisons.bcycpcb.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
aifuljp.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
jcbdiscountsportal.top,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1
peixunjiangshi.net,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
x1rtc.zhclingshi.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
app-aplus-com.ufjpassmufg.com,0,0,1,2,0,0,0,1,1,0,0,1,1,1,1,1
whwe.cn,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
breezzin.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ieldska-wtorth.onedumb.com,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1
tneikz.top,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
azsolutions.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
hcmu5.17858fw.cc,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
xiaoydingaslaiaw5892.top,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1
bfpversand.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
yoeoki.top,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
djqwen.top,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
paypaypaynejpwub728.replit.app,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
accoun.dilunjia.cn,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
fnuuvu.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
megajackpot.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
song-indicate-9069.gwon3vfnf.workers.dev,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
cczfcyjlb.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
hxmkhwatacvtodlwwfsjxmqbp.abovebeyond.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
my.ts3canbic.account-login.hfxinxin.cn,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
huatuncy.com.cn,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
productivepinoy.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
hxlpower.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
dfepyfg.cn,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
ekii-linkinc.haowei08.cn,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
sq9vqht2.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
uwsmfr.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
vzfz.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
bailongshan.net,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ameicanexpciores.co.jp.123banana.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
sammany.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
leverakkaseveniuo.fujiannanfang.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
northwestrobot.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
lgtkeq.tech,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
jizmodo.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
x162-43-25-94.static.xvps.ne.jp,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
emv1.sungwoneng.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
taweeb.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
admin.galdancewear.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
ahhv.cn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
kdtmabry.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
zhcw62.com.cn,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
tbstfvr.digital,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
dwr5.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ekii-a-lonin.307r1uu08z.top,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
5h2uxf7w.com,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
5331.kequan.club,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1
influent.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
accoun.edwinwise.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
dghllvshi.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
ebdi.cn,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
btntmyyk.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
jxlsnywlwpt.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1
mgatvf.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
ns2.dtepnkwftl.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
ztnor.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
lbugs.cn,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
kgqe.cn,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
noellekostraba.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
whcrld.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
superset-test.beysagroup.com,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
hjifnna.cn,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
068ys.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
jhinvedtments.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
buyaojin.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
